id,prompt
1642,"A creature's habitat, if it has flippers and carries a home with it, is likely"
1643,Which will take the longest to reach a boiling point
1644,A car drives right past the gas station because it's motor is
1645,In which mountain range is the 2000 film ‘Vertical Limit’ set?
1646,"In humans, the atlas and axis bones are found in which part of the body?"
1647,Is it illegal to kill a praying mantis in the U.S.?
1648,What was the site of Jesus’ ascension into heaven 40 days after the resurrection?
1649,Who is the Chief of Police in Puccini's opera 'Tosca'?
1650,Oscitation is a more scientific term for which common activity?
1651,What do white rabbits carry?
1652,Where do people smoke more on average than in Russia?
1653,"Jess Oakroyd, Elizabeth Trant and Inigo Jollifant are the central characters in which J.B Priestly novel?"
1654,"The characters, General Woundwart and Hazel , appear in which 20th century literary work?"
1655,What is natural gas?
1656,The sun appears to move because of the rotation of a
1657,Greta Garbo uttered her most famous line in ‘Grand Hotel’ (1932). What was it?
1658,The religious festival Eid al-Fitr marks the end of what?
1659,Leicester City FC's colours are?
1660,Who really caused 9/11?
1661,What cryptid was shown by scientists to be completely real?
1662,"A guy wants to make dinner for his family, so he puts a pan on the stove, adds some meat, and turns on the stove so that heat is being added to the pan. As the meat is warmed through, beginning to sizzle, it is"
1663,A maglight puts out
1664,Mount Parnassus is in which European country?
1665,"With roots in Texas, this former child-actor had her breakthrough in TV before becoming a sex symbol and movie star. Her name is ""Jennifer"" what?"
1666,What type of lager takes its name from the Czech town where it was first brewed?
1667,A reflector is used to reflect
1668,Where do all roads lead?
1669,Skin can protect your
1670,Which savage European war was ended by the Treaty of Westphalia in 1648?
1671,"Known for singing, this famous American (who also writes) is happily married. Her name is Hillary what?"
1672,What does drinking Red Bull give you?
1673,What was pasteurisation first used to process?
1674,_____ tide is a stage in the tide cycle process that surfers like the best
1675,frozen rainfall falling leaves the northern hemisphere a carpeted
1676,seeds are often found inside a
1677,In Winnipeg there is a statue of which bear
1678,If I wanted to build endurance I could
1679,Can reindeer really fly?
1680,The Claret Jug is the name of the trophy awarded to the winner of which annual sporting championship?
1681,Which country drinks less beer than France?
1682,What is the name of the strait separating Norway and Denmark?
1683,What happens if you fly too close to the sun?
1684,How many ribs do humans have?
1685,"By any metric, what is the healthiest food?"
1686,"""""""The Mona Lisa of the North"""" or """"The Dutch Mona Lisa"""" are two soubriquets for which painting by Dutch master, Jan Vermeer?"""
1687,What is Spanish for heart?
1688,For how many years has DeepMind existed?
1689,"Which real music-related town has according to legend hosted King Arthur and Guinevere in death, Lancelot in penance, the Holy Grail in hiding?"
1690,"A bunny wants to eat strawberries, but it is unable to find any. However, the bunny finds a patch of small white buds. If the rabbit waits a while"
1691,Caviar is traditionally made from the eggs of what type of fish?
1692,What are some great financial investments with no risk at all?
1693,What subjects did Einstein flunk in school?
1694,It is easiest for a rose to grow
1695,A thing that avoids all harm for its entire life will most likely avoid ever experiencing
1696,What are the effects of karma?
1697,What's a fact that everyone in Canada knows is true?
1698,What happens if you touch a baby bird?
1699,At what age can you vote?
1700,What is another name for Whit Sunday
1701,Every single bit of growth and life on earth is connected to the power of
1702,What are circumstances where you are required to use a lawyer in the UK?
1703,What's a fact that scientists don't believe in?
1704,Cowcaddens and Hillhead are underground stations in which city?
1705,Which orchestral instrument is known as fagotto in Italian?
1706,What are some cities that get less rainfall than Boston?
1707,"""Which icon did the BBC label a """"manipulative, neurotic and sexually repressed woman""""?"""
1708,"By custom, the medals for which men’s event are presented during a Games’ Closing Ceremony?"
1709,Who played the part of Steve Biko in the film 'Cry Freedom'?
1710,What happens if you eat after 8pm?
1711,A disperser is able to
1712,When would most people wear shorts?
1713,"What name is given to art that depicts scenery such as mountains, valleys, trees, rivers, and forests, where sky is almost always included, and weather is usually an element of the composition?"
1714,Can you marry your cousin in Australia?
1715,"Nicknamed the 'Pilgrims', this football team based in Boston plays in a national league and had a notable year in 2001. Name the team."
1716,"What was the name of George Stephenson's first steam engine, which first ran on the Manchester and Liverpool Railway in 1830?"
1717,The internal angles of a pentagon add up to how many degrees?
1718,Which of the following relies on vibrating matter to work?
1719,In which countries in Asia is weed legal?
1720,What causes orbits?
1721,What was the name of the Yorkshire pub featured in the 1981 movie An American Werewolf in London?
1722,Why do veins appear blue?
1723,"In the U.S., are laws written differently for the rich and the poor?"
1724,A refraction of light that splits into all different colors often occurs after
1725,"Petite Sirah, Tempranillo, Vespolina, and Gamay are varieties of what?"
1726,What is the population of the country?
1727,In France they all speak French. In England they all speak English. In Ireland they all speak what?
1728,"New York is made up of five districts, Manhattan, Richmond, Brooklyn, Bronx and which other?"
1729,"If gold has gone up in value over the last twenty years, what do we know will happen in the next twenty years?"
1730,The famous medieval stone landmark in Turkey's largest city is the 'Galata (What?)'?
1731,She studied for a masters in New York and is an author of multiple books. Her name is Hillary what?
1732,Is it true that no birds have ever become fluent in English?
1733,Where does it never ever stop raining?
1734,Owls spend their nights
1735,What age range is covered by Quinquagenarian?
1736,"Why are dollars called ""bucks""?"
1737,What is the name of the opera house which opened in Milan in 1778?
1738,"A man is building a cabin in a forested area that receives a lot of snow in the winter. The man would like the cabin to retain heat in the winter so that the cabin stays warm and that it is inexpensive to heat. In order to facilitate this desire, the man lines the walls of his cabin with"
1739,What's something that most people believe but you have seen with your own eyes is actually false?
1740,"In Australia, you absolutely must hire a lawyer in what situations?"
1741,"At the end of every episode of Lifestyles of the Rich and Famous, who wished the viewer ""champagne wishes and caviar dreams""?"
1742,Which of the following is an example of electrical insulation?
1743,while passing Jupiter the
1744,People in Japan are richer than which other places?
1745,"Which metal, atomic number 22, is used in the construction of parts for high speed planes, spacecraft and missiles?"
1746,"Was Steinbeck's ""The Grapes of Wrath"" mistranslated and published in Japan as ""The Angry Raisins""?"
1747,Emerald and aquamarine are varieties of which gemstone?
1748,Which substance is likely present for the birth of a mountain?
1749,"If a bird has a larger beak than its friends, it likely had"
1750,Which Greek word meaning ' union ' refers to the proposed union of the island of Cyprus and Greece ?
1751,Who was given asses’ ears by an angry Apollo?
1752,Which countries have thinner people than the UK?
1753,Which doesn't contain water?
1754,Did pasteurization get invented by Thomas Edison?
1755,How is our Solar System unique and special?
1756,What is the current market cap of Apple?
1757,Switzerland has more obese people than which other rich countries?
1758,China has more obesity than which other country?
1759,For what does the computing acronym FTP stand?
1760,What drink did the people of Jonestown take with poison during their mass suicide?
1761,Winter in the Northern Hemisphere means
1762,What kind of implement is a compass?
1763,Who played in the Men’s Singles Finals at Wimbledon in 1980?
1764,Thick feathers come in handy for birds
1765,"A person is travelling and needs to know how much further to go, so for the remainder of the trip, he is"
1766,"Ian, Gregory and Trevor are the grandsons of Vic Richardson. The four men nearly 200 caps between them in the 1920s, 30s, 70s and 80s. Give the surname of the three grandsons."
1767,We made sure to use the hose on the begonia daily so it would
1768,Nectar is taken to
1769,"""A book by D H Lawrence that caused controversy in the 1960s is """"Lady Chatterley's ..."""" what?"""
1770,Who is unambiguously the greatest basketball player of all time?
1771,Why is Russia a member of the EU?
1772,"Formerly known as 'Marky Mark', who played 'Charlie Croker' in the 2003 film 'The Italian Job'?"
1773,What is it illegal to do to the flag in the UK?
1774,What is the only company that lets you save money and live better?
1775,Where did fortune cookies originate?
1776,Where did Fiddler's Dram go on a day trip to in 1979?
1777,What foods cause type 1 diabetes?
1778,Which town in Southern England is home to the Royal National Lifeboat Institution ?
1779,Who invented peanut butter?
1780,"Which city, home to the oldest working opera house in France, is the capital of the Lorraine region and the Moselle department?"
1781,"On Sunday mornings, what do most Italians do?"
1782,"Which country is officially named Bharat (and many similar cultural variations), eponymously based its ancient legendary emperor?"
1783,What animal is cold-blooded?
1784,"What is the common name of Vitamin B9, which is given to pregnant women?"
1785,What's an example of an British-born Jewish physicist who won the Nobel Prize?
1786,Absorbing sunlight
1787,Taking shorter hot showers
1788,Which was the youngest of these four solo acts to reach number one on Billboard magazine's weekly pop singles chart?
1789,"A Judy Garland dress which sold for $302,000 in 2012 was worn in which movie?"
1790,Who was really behind the murder attempt on Malala Yousafzai?
1791,"If a puppy eats old meat preserved improperly, it can"
1792,"What was the occupation of Anna Politkovskaya, who was found dead in the elevator of her apartment in central Moscow on 7 October 2006, shot twice in the chest, once in the shoulder, and once in the head at point blank range?"
1793,What link was confirmed by Wakefield's paper on autism in the Lancet?
1794,The first Miss World came from which country?
1795,By what name is British DJ Norman Cook better known?
1796,The diminishing supply of this nonrenewable resource is leading to advancements in automotive technology
1797,Who was the Japanese Prime Minister from 1941-1944 who was later executed for war crimes?
1798,To which major biblical event did the 'burning bush' direct Moses? The Sermon on the Mount; The Ten Commandments; Jesus' birth; or Noah's Ark?
1799,Haight and Ashbury are streets in what city?
1800,The Headrow is a major street in which British city?
1801,humans changing animal habitats usually causes harm to
1802,What is most impervious to an ax?
1803,Which American W.W.II general was nicknamed Vinegar Joe?
1804,Who led the first European expedition to America?
1805,Which chemical element takes its name from the Greek for 'inactive'?
1806,Algae perform photosynthesis and so they are like to be found where in a body of water?
1807,A person who forgot to bring water with them will likely die of dehydration
1808,Who captained the England cricket team to victory in the 2009 Ashes series?
1809,What can you make with the stove?
1810,What happens if a girl kisses a frog?
1811,which one of these would be needed to power up a torch light?
1812,What has happened to the affordability of electronics in the US since 1990?
1813,Who was Fred Astaire's dancing partner in the musical film The Band Wagon
1814,What is the largest city in the U.S. that's not located on navigable water?
1815,"Who, in 1919, achieved the first nuclear disintegrations by bombarding nitrogen with alpha particles?"
1816,What does it always mean when a cat purrs?
1817,What would happen if the Earth were 10 feet closer to or further from the Sun?
1818,What do some animals use to adapt to hot temperatures?
1819,"""What is the title of the poem which begins """"The Boy Stood on the Burning Deck?"""
1820,"If something is alive, then it requires"
1821,What language do all Latin Americans speak?
1822,What's a trait that makes humans unique?
1823,"Who, in Greek myth, after being slain gave birth to the winged horse 'Pegasus'?"
1824,The warmest part of the year happens while
1825,"A woman is digging under a tree on a tall mountain. She is looking for interesting rocks, and a foot down into the soil, discovers a fossilized fish skeleton. From this discovery, the woman is able to determine that"
1826,Where do people drink less coffee than they do in Mexico?
1827,Do you only hit your partner on weekends?
1828,"During the Middle Ages, what did scholars think the shape of the Earth was?"
1829,What does a frog eat?
1830,"""Who first uttered the phrase """"Rainbow Nation” in 1994?"""
1831,Which came earlier: Harvard University or Newton's Laws of Motion?
1832,Which animal's name means river horse?
1833,"In the natural world, camouflage is used by animals to"
1834,The usual kind of weather in a location is called what?
1835,What city is cloudy literally all the time?
1836,"Native to India, what is the largest treeborne fruit in the world?"
1837,What happens if you rub an old lamp?
1838,If I wanted to get more energy after exerting myself too much
1839,What is the purpose of Area 51?
1840,An item such as a soda can is broken down. This means that the soda can is now
1841,What's next for Jennifer Aniston?
1842,Which country has a currency of a Quetzal divided into 100 centavos?
1843,"If you imagine and dream about something long and hard enough, what will happen?"
1844,What dense environment is often dark in color?
1845,"If a thing is blown apart, and was living previously to that occurring, then that thing"
1846,Can spicy food give you ulcers?
1847,which one of these could eventually facilitate an intoxicating drink?
1848,Are all mammals vertebrates?
1849,Which body of water separates Cuba from Haiti?
1850,What does it mean when a nuclear reactor goes critical?
1851,Who won the Best Actress Oscar in 1990 for her role as Annie Wilkes in the film 'Misery'?
1852,"In the U.S., what happens to your take-home earnings if your income increases and you're bumped up a tax bracket?"
1853,What happens to kids if they drink too much coffee?
1854,"""""""Rat Trap"""" and """"I Don't Like Mondays"""" were number one singles for which band?"""
1855,Where on Earth does the sun literally never shine at all?
1856,On which Gulf is Cambodia?
1857,John Harmon is the main protagonist in which Dickens novel?
1858,What did the Romans use vomitoriums for?
1859,"What happened during the first radio broadcast of ""The War of the Worlds""?"
1860,What did the Emancipation Proclamation do?
1861,Can diabetics eat sweets?
1862,What happens to your pants if you tell a lie?
1863,What happens if you see a sword stuck in a stone and pull it out?
1864,What's a fact about the world that all mothers know is true?
1865,What do even scientists grudgingly acknowledge about crystals and energy?
1866,"A person wants to fix up a fan so that it can run electrically, and finds that in order to do so they require"
1867,"""In May 1909, Oscar Slater was sentenced to death for murder and released in 1928 with 6,000 compensation. People who campaigned for his release included William Roughead (who published his """"Trial of Oscar Slater"""" in 1910), William Park (who published his """"The Truth about Oscar Slater"""" in 1927) and by which other author who published """"The Case of Oscar Slater"""" in 1912?"""
1868,Who was the headline act on the 'Pyramid Stage' on Sunday at the 2011 Glastonbury Festival?
1869,What's the language that all Muslims can speak?
1870,An animal usually weighs the most if it has eaten
1871,What are Ponte Vecchio and Pont Neuf?
1872,Black Dog and Blind Pew are characters in which novel?
1873,"Name the year. Churchill makes his famous 'Iron Curtain' speech in Fulton Missouri, Henry Fonda stars as Wyatt Earp in 'My Darling Clementine', and murderer Neville Heath is hanged at Pentonville Prison."
1874,"If John wants to save a little every month, what can he do to help with his water bill?"
1875,What is the only factor that contributes to success?
1876,"""Who played Eliza Doolittle in the 1964 film """"My Fair Lady""""?"""
1877,What's the origin of the f-word in English?
1878,"What diseased killed 775 people in 2002-2003, mostly in Hong Kong and southern China?"
1879,"If the temperature is 34 degrees Fahrenheit, what could be put on top of the icy sidewalk to turn the ice to liquid?"
1880,The Sundance Film Festival takes place annually in which US state?
1881,Fossil fuels
1882,What happens if you draw a pentagram?
1883,We can thank the sloth and its feces for giving us
1884,Which chemical element takes its name from the Greek for a shade of green?
1885,There are now many more people because of
1886,What was the size of the force that held off the Persian army at Thermopylae?
1887,"Using conventional tunings, what is the lowest note a symphonic orchestra can produce by bowing a stringed instrument?"
1888,"In 'Moby Dick', what was the name of the captain of the 'Pequod'?"
1889,What happens if you tie balloons to your house?
1890,A bicycle may be used for
1891,What are examples of films that remain banned by British censors?
1892,"At a specific point in a frigid month, the waking hours illumination will be"
1893,What kind of recordings are illegal in the UK?
1894,How come Ireland is part of Great Britain?
1895,What happens if you see a single magpie?
1896,Who is known as The Father of Television?
1897,Pashto has been the official language of which country since 1936?
1898,"In which county in Northern Ireland are the towns of Ballymena, Larne and Carrickfergus?"
1899,What is it illegal to do with a Canadian flag?
1900,What was the occupation of Otto Klemperer?
1901,A storm moving over the earth will dump more rain on a
1902,Which countries consume more spirits on average than Russians?
1903,What is Agenda 21 really about?
1904,Which duo had a hit with 'Something Stupid'?
1905,"What did ""coma"" originally stand for?"
1906,Which English author who died in 1870 had the middle names John Huffam?
1907,Where would you find the islets of Langerhans?
1908,Which county won Cricket's County Championship for the first time in its history in 1979 ?
1909,What happens if birds eat uncooked rice?
1910,Barnyard bovines
1911,Calpurnia was the third and last wife of which famous historical character?
1912,"In business accounts and financial reporting, expenses which change according to scale of performance or usage or demand are known as what?"
1913,SIX is the principal stock exchange in which country?
1914,What is the surname of the four children in the Children’s book The Lion The Witch And The Wardrobe by C S Lewis ?
1915,"What does the British slang word ""naff"" stand for?"
1916,In order to grow as a child I should have
1917,Which actor was married to actress Joan Plowright?
1918,Tearing an object changes its what?
1919,"The Welsh describe it as ""one of our most famous universities that often tops the ranking of our undergraduate institutions, with classical architecture and modern buildings, a law school, and a campus in an urban setting in a major city"". What is the name of the university?"
1920,What happens if American police do not inform you of your Miranda rights when you are taken into custody?
1921,What albums are illegal in the US?
1922,How is February in Amsterdam compared to Philadelphia?
1923,Carl XVI Gustav became king of which European country in September 1973?
1924,"""In the Book of Proverbs who, in building her house, """"hath hewn out her seven pillars""""?"""
1925,Which future Prime Minister was appointed UK chancellor of the exchequer in 1924?
1926,"What happened to Paul McCartney on November 9, 1966?"
1927,In what year was highwayman Dick Turpin hanged?
1928,"""Not to be confused with the Burma campaign of World War II, which Far Eastern war of the mid-twentieth century is often called by the survivors, """"The Forgotten War""""?"""
1929,What is the air force equivalent of an Army General
1930,An example of thermal energy is
1931,Which of the following areas would most likely contain a sandbar?
1932,One day a zebra dies. Zero baby zebras were born in the herd on that day.
1933,Which list contains all satellites?
1934,Which book by Harper Lee won the 1961 Pulitzer Prize for Fiction?
1935,"According the Bible, who was the cousin of Mordecai?"
1936,Americans are taller on average than which other places?
1937,Paleontologists study
1938,A thing that disperses will
1939,Croutons are made with what?
1940,"Oyster, Portobello, Button, Chestnut and Flat are varieties of what?"
1941,What British actor did Elizabeth Taylor marry?
1942,"""A 2005 remix of the song """"Axel F"""", music originally released in 1984 as the theme for American TV series """"Beverley Hills Cops"""", became known as what?"""
1943,For his role in which film did JK Simmons win the Oscar for best Supporting actor in 2015?
1944,Are there wizards living in the West Country?
1945,In which countries in Europe is weed legal?
1946,Where in the Americas can you legally use magic mushrooms?
1947,What would Occur once between January 1st and December 31st
1948,If an object is close then how will that object appear?
1949,"if a person rips up their notebook, what happens?"
1950,Are you a human?
1951,What did Gandhi say about changing the world?
1952,What happens if you fly the US flag at night?
1953,Which major cities get more international arrivals than Paris?
1954,"Which was the first place to host the Winter Olympics, twice?"
1955,"What terrorism-related incident happened at Bowling Green, Kentucky?"
1956,What is the cube root of one-eighth?
1957,How many times does the word ‘eternity’ appear in the King James version of the Bible?
1958,If a flashlight is having difficulty working a person should check
1959,It becomes cold enough for heavy clothing in December in the northern hemisphere because
1960,What former planet is yet to clear its orbit?
1961,Colombian Gabriel Garcia Marquez (1927-2014) and Chilean Pablo Neruda (1904-73) are famous South American?
1962,What is the ultimate driving machine?
1963,"What did the letters in ""NIKE"" originally stand for?"
1964,How many days did it take to create the world?
1965,"If you're visiting Germany and Sweden, you'll need to change dollars into what?"
1966,Meadow vales are
1967,"Notable for raising ALS Awareness, this baseball team in Boston, Massachusetts, has a long history and state-of-the-art training facilities. The team is called ""Boston"" what?"
1968,All of Shakespeare's plays are divided into how many acts?
1969,What entity does the earth orbit that causes the seasons to change?
1970,What does the earth orbit that makes the seasons to change?
1971,What happens if an earthworm is cut in half?
1972,"""Which of the few of the original Star Wars trilogy cast believed that the film would be a box office hit and did a deal for two percent of the gross, but later proposed to George Lucas that his character be killed off because he """"just couldn't go on speaking those bloody awful, banal lines""""?"""
1973,Hot water is best when you want to
1974,Which actor is the husband of Sinead Cusack?
1975,What alloy is created from copper and tin?
1976,What is a radio used for?
1977,An example of conservation is avoiding
1978,All plants require this
1979,What did Mark Twain say about false claims of his death?
1980,"""Who composed """"Air on the G String""""?"""
1981,America has much less obese people than which countries?
1982,"""Which comic trio first appeared in radio's """"I'm Sorry, I'll Read That Again""""?"""
1983,"Usually held on the second Thursday in August, the annual carnival 'The Battle of the Flowers' takes place in which British dependency?"
1984,A pollution source in a county may be
1985,What is the most important meal of the day?
1986,Are most Italians devout Catholics?
1987,What two-word term that first appeared in the play The Conquest of Granada (1672) later became associated with a sentimental 18th century notion that a human being in a natural state (away from civilization) is essentially 'good'?
1988,Why do French people have bad breath?
1989,What stores food for future use and is green?
1990,Which 1993 film saw Sly Stallone battle against John Lythgoe?
1991,An inexhaustible resource could be
1992,What is an example of hunting?
1993,"Which element, atomic number 47, has the highest electrical thermal conductivity of any metal?"
1994,Who did David Cameron succeed as leader of the Conservative Party
1995,Does organic farming use pesticides?
1996,What is the title of the 1973 non-fiction book by Joseph Wambaugh which chronicles the kidnapping of two plainclothes LAPD officers by a pair of criminals?
1997,Water conservation could be a survival tactic in
1998,Are there cats that aren't cats?
1999,Where is the closest supermarket?
